AKKD303551[41149]|Undergraduate|Open|AKKD30355|Tue Thu : 01:30 PM-02:50 PM|This course examines the features of Assyrian grammar with systematic readings in works by M. Luukko and J. Hameen-Anttila. Students analyze and translate Assyrian texts from a variety of genres including royal inscriptions, letters and reports, and literary narrative.|John Wee|Wieboldt Hall 230|Assyrian Dialect|1|[41149]|[]|SEM
AKKD303551[41150]|Graduate|Open|AKKD30355|Tue Thu : 01:30 PM-02:50 PM|This course examines the features of Assyrian grammar with systematic readings in works by M. Luukko and J. Hameen-Anttila. Students analyze and translate Assyrian texts from a variety of genres including royal inscriptions, letters and reports, and literary narrative.|John Wee|Wieboldt Hall 230|Assyrian Dialect|1|[41150]|[]|SEM
AMER157071[43860]|Undergraduate|Open|AMER15707|Tue Thu : 01:30 PM-02:50 PM|A survey of major figures and developments in visual arts and related fields since roughly 1920. Chronological in progression, this course affords students a wide view of consequential developments in and beyond major art centers and occurring across mediums and national borders. Themes to be considered will include American metabolizations of cubism and Dada, as well as more homegrown manners including regionalism, abstract expressionism, color field, happenings, neo-Dada, pop, op Art, minimal art, process, performance, Situationism, conceptual art, experimental film and video, earth and land art, neo-geo, and others.|Darby English|Cochrane-Woods Art Ctr 157|American Art since the Great War|1|[43860]|[{'sectionname': 'Section 1D01 [43861] - DIS Open', 'instructor': 'Staff', 'daytime': 'Wed : 01:30 PM-02:20 PM'}, {'sectionname': 'Section 1D02 [54824] - DIS Open', 'instructor': 'Staff', 'daytime': 'Wed : 03:00 PM-03:50 PM'}, {'sectionname': 'Section 1D03 [54825] - DIS Open', 'instructor': 'Staff', 'daytime': 'Fri : 11:30 AM-12:20 PM'}, {'sectionname': 'Section 1D04 [54826] - DIS Open', 'instructor': 'Staff', 'daytime': 'Fri : 01:30 PM-02:20 PM'}]|LEC
AMER277051[42941]|Undergraduate|Open|AMER27705|Tue Thu : 12:00 PM-01:20 PM|This course surveys the history of African Americans in Chicago, from before the twentieth century to the near present. In referring to that history, we treat a variety of themes, including migration and its impact, the origins and effects of class stratification, the relation of culture and cultural endeavor to collective consciousness, the rise of institutionalized religions, facts and fictions of political empowerment, and the correspondence of Black lives and living to indices of city wellness (services, schools, safety, general civic feeling). This is a history class that situates itself within a robust interdisciplinary conversation. Students can expect to engage works of autobiography and poetry, sociology, documentary photography, and political science as well as more straightforward historical analysis. By the end of the class, students should have grounding in Black Chicago's history and an appreciation of how this history outlines and anticipates Black life and racial politics in the modern United States.|Adam Green|Harper Mem Library 140|Introduction to Black Chicago, 1893-2010|1|[42941]|[]|LEC
AMER377051[42942]|Graduate|Open|AMER37705|Tue Thu : 12:00 PM-01:20 PM|This course surveys the history of African Americans in Chicago, from before the twentieth century to the near present. In referring to that history, we treat a variety of themes, including migration and its impact, the origins and effects of class stratification, the relation of culture and cultural endeavor to collective consciousness, the rise of institutionalized religions, facts and fictions of political empowerment, and the correspondence of Black lives and living to indices of city wellness (services, schools, safety, general civic feeling). This is a history class that situates itself within a robust interdisciplinary conversation. Students can expect to engage works of autobiography and poetry, sociology, documentary photography, and political science as well as more straightforward historical analysis. By the end of the class, students should have grounding in Black Chicago's history and an appreciation of how this history outlines and anticipates Black life and racial politics in the modern United States.|Adam Green|Harper Mem Library 140|Introduction to Black Chicago, 1893-2010|1|[42942]|[]|LEC
AMER498011[54204]|Undergraduate|List|AMER49801|Mon Wed Thu : 11:00 AM-12:05 PM|This course presents an episodic study of the ways in which American law has treated legal issues involving race. Two episodes are studied in detail: the criminal law of slavery during the antebellum period and the constitutional attack on state-imposed segregation in the twentieth century. The case method is used, although close attention is paid to litigation strategy as well as to judicial opinions. Undergraduate students registering in the LLSO, PLSC, HIST, AMER cross-listed offerings must go through the undergraduate pre-registration process. Law students do NOT need consent.|Dennis J Hutchinson|Laird Bell Quadrangle E|American Law and the Rhetoric of Race|1|[54204]|[]|CRS
AMER500011[41079]|Graduate|Open|AMER50001|Fri : 09:30 AM-12:20 PM|This seminar surveys the study of American culture as it is currently practiced at the University of Chicago. Seminar members read and discuss recent work by faculty specialists from the Humanities, the Social Sciences, the Divinity School, and the Law School at Chicago. Though interested in how different disciplines frame questions and problems, we will be attuned to convergences in themes, approaches, and methods. During the last half of our seminar meetings our authors will join us for a focused discussion of their work. Many of our guests will also deliver public lectures the day before visiting the seminar.|Eric Slauter|Rosenwald Hall 405|Multidisciplinary Study of American Culture|1|[41079]|[]|SEM
AMER626041[54215]|Graduate|Open|AMER62604|Thu : 12:00 PM-02:50 PM|"How has American society's insatiable thirst for visual media influenced the way US citizens have viewed one another and portrayed themselves to others? In this course we will explore the significance of what Raymond Williams called the ""cultural revolution"" for the lives of ordinary men and women in the United States. This history encompasses subjects that have retained their relevance in contemporary life, including racial and ethnic stereotypes, armchair travel, virtual versus lived reality, authenticity and artifice, mass entertainment, city life, celebrity, and gender. Readings will include a series of theoretical works in combination with articles and monographs, to provide a broader underpinning for the problems of perception and historical analysis at play in this realm of scholarly thought and practice."|Amy Lippert|TBA|Visual Culture in American Life, 1800-1915|1|[54215]|[]|SEM
AMER628051[42975]|Graduate|Closed|AMER62805|Mon : 12:30 PM-03:20 PM|This course explores the burgeoning historiography of American conservatism, tracing the movement from its grassroots origins after World War II to its institutionalization and militarization in the Reagan era to the rise of evangelicalism and Tea Party politics. We will focus on the role of women in the movement, the ideological alliances in its founding, and the roles of particular conservative groups in the movement's history. This course will move both chronologically and thematically to explore fundamental questions about activism and radicalization, grassroots and top-down ideologies, and the impact of conservative thought and institutions upon American society and state in the late twentieth century.|Kathleen Belew|Cobb Hall 107|Colloquium: American Conservatism, 1945–Present|1|[42975]|[]|SEM
ANCC3280040[40473]|Pritzker School of Medicine|Open|ANCC32800|TBA||Staff|TBA|Away Rotation: Anesthesiology|40|[40473]|[]|ROA
ANCC3280042[40474]|Pritzker School of Medicine|Open|ANCC32800|TBA||Staff|TBA|Away Rotation: Anesthesiology|42|[40474]|[]|ROA
ANCC3280044[40475]|Pritzker School of Medicine|Open|ANCC32800|TBA||Staff|TBA|Away Rotation: Anesthesiology|44|[40475]|[]|ROA
ANCC3440040[40179]|Pritzker School of Medicine|Open|ANCC34400|Mon Tue Thu Fri : 06:00 AM-05:00 PM||Michael Woo|Arranged ARR|Anesthesia/Critical Care 4th Year ICU Elective|40|[40179]|[]|CLK
ANCC3440041[40180]|Pritzker School of Medicine|Open|ANCC34400|Mon Tue Thu Fri : 06:00 AM-05:00 PM||Michael Woo|Arranged ARR|Anesthesia/Critical Care 4th Year ICU Elective|41|[40180]|[]|CLK
ANCC3440042[40181]|Pritzker School of Medicine|Open|ANCC34400|Mon Tue Thu Fri : 06:00 AM-05:00 PM||Michael Woo|Arranged ARR|Anesthesia/Critical Care 4th Year ICU Elective|42|[40181]|[]|CLK
ANCC3440043[40182]|Pritzker School of Medicine|Open|ANCC34400|Mon Tue Thu Fri : 06:00 AM-05:00 PM||Michael Woo|Arranged ARR|Anesthesia/Critical Care 4th Year ICU Elective|43|[40182]|[]|CLK
ANCC4100040[40185]|Pritzker School of Medicine|Open|ANCC41000|Mon Fri : 06:00 AM-08:00 PM||Michael Woo|Arranged ARR|Sub-Internship in Cardiothoracic Intensive Care|40|[40185]|[]|SUB
ANCC4100042[40186]|Pritzker School of Medicine|Open|ANCC41000|Mon Fri : 06:00 AM-08:00 PM||Michael Woo|Arranged ARR|Sub-Internship in Cardiothoracic Intensive Care|42|[40186]|[]|SUB
ANCC4100044[40187]|Pritzker School of Medicine|Open|ANCC41000|Mon Fri : 06:00 AM-08:00 PM||Michael Woo|Arranged ARR|Sub-Internship in Cardiothoracic Intensive Care|44|[40187]|[]|SUB
ANCC4200040[40188]|Pritzker School of Medicine|Open|ANCC42000|Mon Fri : 06:00 AM-08:00 PM||Michael Woo|Arranged ARR|Sub-Internship in Surgical and Burn Intensive Care|40|[40188]|[]|SUB
ANCC4200042[40189]|Pritzker School of Medicine|Open|ANCC42000|Mon Fri : 06:00 AM-08:00 PM||Michael Woo|Arranged ARR|Sub-Internship in Surgical and Burn Intensive Care|42|[40189]|[]|SUB
ANCC4200044[40190]|Pritzker School of Medicine|Open|ANCC42000|Mon Fri : 06:00 AM-08:00 PM||Michael Woo|Arranged ARR|Sub-Internship in Surgical and Burn Intensive Care|44|[40190]|[]|SUB
ANCM305021[41139]|Graduate|Open|ANCM30502|Mon Wed Fri : 10:30 AM-11:20 AM|This course features readings in a variety of genres, including historical, literary, and scientific texts.|Janet H Johnson|Oriental Institute 208|Middle Egyptian Texts-1|1|[41139]|[]|LEC
ANCM343071[42891]|Graduate|Open|ANCM34307|Tue Thu : 01:30 PM-02:50 PM|A lecture course, with limited discussion, of the principal developments with respect to government, society, and culture in the Middle Byzantine Period. Although a survey of events and changes, including external relations, many of the latest scholarly controversies will also receive scrutiny. Readings will include some primary sources in translation and examples of modern scholarly interpretations. Midterm, final examination, and a short paper.|Walter E Kaegi|Social Sciences Rsch Bldg 404|Byzantine Empire: 610-1025|1|[42891]|[]|SEM
ANCM374161[43832]|Graduate|Open|ANCM37416|Tue Thu : 10:30 AM-11:50 AM|We will survey the evidence for cursing in the Ancient Mediterranean World, beginning briefly in Mesopotamia and Egypt, then focusing mainly on the circum-Mediterranean basin from the archaic period down until Late-Antiquity. These rituals will include the conditional self-curses attached to oath, revenge curses, binding-curses (defixiones), prayers for justice, “voodoo dolls” and erotic curses used for seduction. Some knowledge of Greek and Latin recommended.|Christopher Faraone|Classics Building 021|Curses and Cursing in the Ancient Mediterranean World|1|[43832]|[]|LEC
ANCM435161[43834]|Graduate|Open|ANCM43516|Wed : 01:30 PM-04:20 PM|This seminar examines the interplay between conceptions and analyses of Mediterranean environments and landscapes, from the beginnings of classical scholarship to the present. Key themes include: environmental determinism, human and non-human interactions, interpretive approaches to space and place, the role of science in archaeological and historical practice, and the compartmentalization of “environment” and “landscape” as analytic focus. These themes loom large now - during what might be called the “environmental turn” of the controversial Anthropocene in the humanities and social sciences - and their intensifying resonance provides the basis for critical reflection of the discipline’s past and future trends.|Catherine Kearns|Classics Building 021|Ancient Mediterranean Environments and Landscapes|1|[43834]|[]|LEC
ANCM449161[43840]|Graduate|Open|ANCM44916|Wed : 01:30 PM-04:20 PM|"How do we know what we know about ancient religions? Historians of religion often begin by turning to texts: either sacred texts, or, in the absence of such scriptures, descriptions of belief and practice by observers from outside the faith. Archaeologists focus their attention on the spaces and traces of religious practice—or at least those that survive—while art historians begin by examining images of deities and religious rites. Yet we often fail to see the extent to which the questions which we ask of all of these diverse sources are conditioned by Christian rhetoric about pagan worship. In this course, we compare two moments when Christians encountered ""pagans"": during the initial Christian construction of a discourse on paganism (and, more broadly, a discourse on religion) during the late Roman empire and during the Spanish discovery of the New World. Our course examines silences and absences in the textual and material records, as well as the divergences between texts and objects, in order to further our understanding of ancient religious practice. We will begin to see the many ways in which, as scholars of religion, we are in effect still Christian theologians, paving the way for new approaches to the study of ancient religion."|Clifford Ando, Claudia Brittenham|Regenstein Library 207|The Discovery of Paganism|1|[43840]|[]|SEM
ANCM4970010[57969]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Bruce K Lincoln|TBA|Reading Course: ANCM|10|[57969]|[]|RSC
ANCM4970011[57970]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|David Martinez|TBA|Reading Course: ANCM|11|[57970]|[]|RSC
ANCM4970012[57971]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Staff|TBA|Reading Course: ANCM|12|[57971]|[]|RSC
ANCM4970013[57972]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Richard Neer|TBA|Reading Course: ANCM|13|[57972]|[]|RSC
ANCM4970014[57973]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Wendy Olmsted|TBA|Reading Course: ANCM|14|[57973]|[]|RSC
ANCM4970015[57974]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Dennis G Pardee|TBA|Reading Course: ANCM|15|[57974]|[]|RSC
ANCM4970016[57975]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|James M Redfield|TBA|Reading Course: ANCM|16|[57975]|[]|RSC
ANCM4970018[57976]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Robert Ritner|TBA|Reading Course: ANCM|18|[57976]|[]|RSC
ANCM4970019[57977]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Martha T Roth|TBA|Reading Course: ANCM|19|[57977]|[]|RSC
ANCM497001[57962]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Michael I. Allen|TBA|Reading Course: ANCM|1|[57962]|[]|RSC
ANCM4970020[57978]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|David Schloen|TBA|Reading Course: ANCM|20|[57978]|[]|RSC
ANCM4970021[57979]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Matthew W Stolper|TBA|Reading Course: ANCM|21|[57979]|[]|RSC
ANCM4970022[57980]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Theo Van Den Hout|TBA|Reading Course: ANCM|22|[57980]|[]|RSC
ANCM4970024[57981]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Clifford Ando|TBA|Reading Course: ANCM|24|[57981]|[]|RSC
ANCM4970025[57982]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Shadi Bartsch|TBA|Reading Course: ANCM|25|[57982]|[]|RSC
ANCM4970026[57983]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Alain Bresson|TBA|Reading Course: ANCM|26|[57983]|[]|RSC
ANCM4970027[57984]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Helma Dik|TBA|Reading Course: ANCM|27|[57984]|[]|RSC
ANCM4970028[57985]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Cameron Hawkins|TBA|Reading Course: ANCM|28|[57985]|[]|RSC
ANCM4970029[57986]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Michele Lowrie|TBA|Reading Course: ANCM|29|[57986]|[]|RSC
ANCM497002[57963]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Elizabeth Asmis|TBA|Reading Course: ANCM|2|[57963]|[]|RSC
ANCM4970030[57987]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Sarah Nooter|TBA|Reading Course: ANCM|30|[57987]|[]|RSC
ANCM4970031[57988]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Peter White|TBA|Reading Course: ANCM|31|[57988]|[]|RSC
ANCM4970032[57989]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|David Wray|TBA|Reading Course: ANCM|32|[57989]|[]|RSC
ANCM4970033[57990]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Tamara Chin|TBA|Reading Course: ANCM|33|[57990]|[]|RSC
ANCM4970034[57991]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Jas Elsner|TBA|Reading Course: ANCM|34|[57991]|[]|RSC
ANCM4970035[57992]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Gabriel Lear|TBA|Reading Course: ANCM|35|[57992]|[]|RSC
ANCM4970036[57993]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Martha C Nussbaum|TBA|Reading Course: ANCM|36|[57993]|[]|RSC
ANCM4970037[57994]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Christopher Woods|TBA|Reading Course: ANCM|37|[57994]|[]|RSC
ANCM497004[57964]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Michael Dietler|TBA|Reading Course: ANCM|4|[57964]|[]|RSC
ANCM497006[57965]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Christopher Faraone|TBA|Reading Course: ANCM|6|[57965]|[]|RSC
ANCM497007[57966]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Jonathan Hall|TBA|Reading Course: ANCM|7|[57966]|[]|RSC
ANCM4970089[57995]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Staff|TBA|Reading Course: ANCM|89|[57995]|[]|RSC
ANCM497008[57967]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Janet H Johnson|TBA|Reading Course: ANCM|8|[57967]|[]|RSC
ANCM497009[57968]|Graduate|Open|ANCM49700|TBA|Readings and Research for working on their PhD|Walter E Kaegi|TBA|Reading Course: ANCM|9|[57968]|[]|RSC
ANTH207021[42820]|Undergraduate|Closed|ANTH20702|Mon Wed : 01:30 PM-02:50 PM|The second segment of the African Civilizations sequence uses anthropological perspectives to investigate colonial and postcolonial encounters in West and East Africa. The course objective is to show that while colonialism was brutal and oppressive, it was by no means a unidirectional process of domination in which Europeans plundered the African continent and enforced a wholesale adoption of European culture. Rather, scholars today recognize that colonial encounters were complex culture, political, and economic fields of interaction. Africans actively adopted, reworked, and contested colonizers' policies and projects, and Europeans drew heavily from these encounters to form liberal conceptions of self, nation, and society. Over the course of the quarter, students will learn about forms of personhood, political economy, and everyday life in the twentieth century. Course themes will include social reproduction, kinship practices, medicine, domesticity, and development. Note(s): Taking these courses in sequence is recommended but not required; this sequence meets the general education requirement in civilization studies. CHDV Distribution C*. Equivalent Course(s): ANTH 20702,CRES 20802,HIST 10102|Jennifer Cole|Rosenwald Hall 329|Intro To African Civ-2|1|[42820]|[]|LEC
ANTH212011[42615]|Undergraduate|Open|ANTH21201|Tue Thu : 03:00 PM-04:20 PM|This course is an anthropological and historical exploration of one of the most original and influential American musical genres in its social and cultural context. We examine transformations in the cultural meaning of the blues and its place within broader American cultural currents, the social and economic situation of blues musicians, and the political economy of blues within the wider music industry.|Michael Dietler|Stuart Hall 101|Intsv Stdy: Chicago Blues|1|[42615]|[{'sectionname': 'Section 1S01 [43384] - SCR Open', 'instructor': 'Dietler', 'daytime': 'Thu : 06:00 PM-08:00 PM'}]|LEC
ANTH213061[54785]|Undergraduate|Open|ANTH21306|Tue Thu : 04:30 PM-05:50 PM|A study of storytelling in non-literate and folk societies, antecedent to the complexities of modern narrativity, itself anchored in and energized by literacy. Despite the impact of literacy on modern minds this course argues for the persistence of ancient themes, plots, characters and motifs. A further argument is made for the foundational role of storytelling in the creation of culture and construction of society. The central place of storytelling is shown in the humanistic and social sciences: anthropology, economics, history, philosophy, politics, psychoanalysis. Student storytelling and performance of brief stories is encouraged and discussed in light of the main arguments of the course. J.Fernandez|James W Fernandez|TBA|Explorations in Oral Narrative|1|[54785]|[]|SEM
ANTH213331[43391]|Undergraduate|Open|ANTH21333|Tue Thu : 12:00 PM-01:20 PM|"The body is implicated in all facets of human life. It is at once constraint and enabler, relational and personal, “real” and “imagined.” It is both individually performed and socially determined, the site of both domination and resistance. Anthropological theory has moved far from “Cartesian dualism” in which mind and body can and must be separate; this course will travel through ways of understanding bodies that have supplemented or bypassed this idea, or have existed outside of it entirely. We will consider what it means to have a body, to know a body, to be defined by a body – in short, to live a body. This class’s topical readings are oriented around the idea that “embodiment” involves both material entities and socially embedded processes. We will consider experience, consciousness, sensation, perception, and affect; we will interrogate processes, functions, and ways of knowing that are often taken for granted; we will prise apart the ways power is inscribed on and with bodies, both internally and externally. To do so, we will balance theory and ethnography in both our consumption and production of scholarly material., including a final ""auto-ethnography"" in which students adopt a new body practice for the quarter."|Andrea Ford|Haskell Hall 315|The Lived Body: Anthropology, Materiality & Meaningful Practice|1|[43391]|[]|SEM
ANTH214201[43394]|Undergraduate|Closed|ANTH21420|Mon Wed : 04:00 PM-05:20 PM|This course introduces theory and practice, as well as situates ethnography within social science research more generally. Students are exposed to a wide range of investigative and analytical techniques used in ethnographic research and to multiple forms of interpretation and representation of ethnographic data. Students are required to apply the methods discussed in class through field assignments and through a final ethnographic project that is developed in consultation with the instructor. This course is particularly useful for students who intend to write a senior thesis the following year. Field trips to sites in Chicago required.|Christopher Sheklian|TBA|Ethnographic Methods|1|[43394]|[]|SEM
ANTH214281[43395]|Undergraduate|Open|ANTH21428|Mon Wed : 09:30 AM-10:20 AM|This course is a critical examination of the ways in which data on the behavior, morphology, and genetics of apes have been used to elucidate human evolution. We emphasize bipedalism, hunting, meat eating, tool behavior, food sharing, cognitive ability, language, self-awareness, and sociability. Visits to local zoos and museums, film screenings, and demonstrations with casts of fossils and skeletons required.|Russell H Tuttle|Stuart Hall 101|Apes and Human Evolution|1|[43395]|[{'sectionname': 'Section 1L01 [43396] - LAB Open', 'instructor': 'Tuttle', 'daytime': 'Fri : 09:30 AM-11:20 AM'}]|SEM
ANTH227101[43412]|Undergraduate|Open|ANTH22710|Tue Thu : 01:30 PM-02:50 PM|"Relations of communication, as well as coercion, are central though less visible in Weber’s famous definition of the state as monopoly of legitimate violence. This course reconsiders the history of the state in connection to the history of signs. Thematic topics (and specific things and sites discussed) include changing semiotic technologies; means; forces and relations of communication (writing, archives, monasteries, books, ""the"" internet); and specific states (in early historic India and China, early colonial/revolutionary Europe, especially France, Britain, and Atlantic colonies, and selected postcolonial ""new nations"")."|John Kelly|Haskell Hall 315|Signs and the State|1|[43412]|[]|SEM
ANTH230911[41612]|Undergraduate|Open|ANTH23091|Tue Thu : 01:30 PM-02:50 PM|“Progress,” and its derived concept of “development” have puzzled Latin Americans throughout their modern history: they were an ambitious goal and a challenge for intellectual and political elites, a reality and an elusive dream for ordinary Latin Americans, and the cause of new challenges and problems wherever they actually or presumably took place. For historians, progress and development used to represent the very sense of universal history, a narrative that sneaked into visions of “Western modernity” and “globalization.” But later on, they became a myth to debunk rather than an object of reflection. What has “progress” meant particularly for Latin Americans? What is, for instance, the meaning of “progress” in the Brazilian flag? How did those notions shape the one of “development” since WWII? In political terms, what ideas of “progress” and “development” animated oligarchic, liberal, populist, military, revolutionary, and democratic projects across the region? Because both concepts involve planning and envisioning the outcome of present actions, the history of progress and development is also, in a certain way, a history of the future. The goal of this seminar is to help students situate a problem of their choice and trace its history in terms of the political debates that pursued the goal of progress and development in that specific realm.|Pablo Palomino|Psychology K114|Progress and Development in Latin America|1|[41612]|[]|LEC
